subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-10, trial21, 15, Robert Downey Jr, ID15_IM01.bmp, (-550, -100), Ryan Reynolds, (550, -100), Justin Timberlake, (300, 300), Daniel Radcliffe, (0, -400), Keanu Reeves, (-300, 300), Robert Downey Jr, [-432.  -69.], 1, 0.9580008000484668
sub-10, trial33, 16, Robert Pattinson, ID16_IM04.bmp, (550, -100), Robert Downey Jr, (-300, 300), Leonardo DiCaprio, (-550, -100), Elijah Wood, (0, -400), Hugh Jackman, (300, 300), Robert Pattinson, [568. -67.], 1, 1.694935199979227
sub-10, trial22, 06, Elijah Wood, ID06_IM04.bmp, (300, 300), Robert Pattinson, (-550, -100), Ben Affleck, (550, -100), Matt Damon, (0, -400), Ryan Reynolds, (-300, 300), Elijah Wood, [181. 292.], 1, 1.8881292999722064
sub-10, trial63, 12, Matt Damon, ID12_IM04.bmp, (300, 300), Justin Timberlake, (-550, -100), Leonardo DiCaprio, (0, -400), George Clooney, (-300, 300), Ben Stiller, (550, -100), Matt Damon, [233. 302.], 1, 1.9062879000557587
sub-10, trial42, 11, Leonardo DiCaprio, ID11_IM02.bmp, (-550, -100), Daniel Radcliffe, (-300, 300), Justin Timberlake, (550, -100), George Clooney, (300, 300), Hugh Jackman, (0, -400), Leonardo DiCaprio, [-412. -115.], 1, 1.340176000026986
sub-10, trial44, 17, Ryan Gosling, ID17_IM02.bmp, (300, 300), Patrick Dempsey, (-550, -100), Daniel Craig, (550, -100), Ben Affleck, (-300, 300), Robert Downey Jr, (0, -400), Ryan Gosling, [254. 286.], 1, 1.5882444000453688
sub-10, trial53, 07, George Clooney, ID07_IM01.bmp, (300, 300), Robert Pattinson, (550, -100), Ryan Reynolds, (-550, -100), Keanu Reeves, (-300, 300), Ben Stiller, (0, -400), George Clooney, [292. 281.], 1, 2.098474800004624
sub-10, trial4, 14, Patrick Dempsey, ID14_IM01.bmp, (-550, -100), Ben Stiller, (0, -400), Hugh Jackman, (550, -100), Robert Downey Jr, (300, 300), Keanu Reeves, (-300, 300), Patrick Dempsey, [-406.  -86.], 1, 1.9077715000021271
sub-10, trial14, 02, Ben Stiller, ID02_IM04.bmp, (-550, -100), Matt Damon, (300, 300), Robert Pattinson, (-300, 300), Hugh Jackman, (0, -400), Brad Pitt, (550, -100), Ben Stiller, [-416.  -90.], 1, 2.18936840002425
sub-10, trial25, 17, Ryan Gosling, ID17_IM03.bmp, (550, -100), Ben Affleck, (-550, -100), Brad Pitt, (-300, 300), Daniel Craig, (0, -400), Leonardo DiCaprio, (300, 300), Ryan Gosling, [ 432. -115.], 1, 1.2276471000513993
sub-10, trial2, 05, Daniel Radcliffe, ID05_IM04.bmp, (0, -400), Leonardo DiCaprio, (300, 300), Elijah Wood, (-300, 300), Matt Damon, (-550, -100), Ryan Gosling, (550, -100), Daniel Radcliffe, [  83. -381.], 1, 1.4802225999883376
sub-10, trial37, 09, Justin Timberlake, ID09_IM03.bmp, (-300, 300), Elijah Wood, (0, -400), Leonardo DiCaprio, (300, 300), Hugh Jackman, (550, -100), Patrick Dempsey, (-550, -100), Justin Timberlake, [-181.  291.], 1, 1.1714493000181392
sub-10, trial12, 03, Brad Pitt, ID03_IM04.bmp, (300, 300), George Clooney, (-300, 300), Ben Stiller, (0, -400), Ryan Reynolds, (550, -100), Ben Affleck, (-550, -100), Brad Pitt, [268. 281.], 1, 1.1541760999825783
sub-10, trial24, 18, Ryan Reynolds, ID18_IM03.bmp, (-300, 300), Patrick Dempsey, (-550, -100), Ben Affleck, (300, 300), Hugh Jackman, (0, -400), Daniel Craig, (550, -100), Ryan Reynolds, [-210.  299.], 1, 1.8743736999458633
sub-10, trial15, 17, Ryan Gosling, ID17_IM04.bmp, (-550, -100), Brad Pitt, (0, -400), Patrick Dempsey, (-300, 300), Justin Timberlake, (550, -100), Matt Damon, (300, 300), Ryan Gosling, [-417. -123.], 1, 1.6530107000144199
sub-10, trial51, 08, Hugh Jackman, ID08_IM02.bmp, (-300, 300), Daniel Radcliffe, (550, -100), Matt Damon, (0, -400), Robert Pattinson, (300, 300), Brad Pitt, (-550, -100), Hugh Jackman, [-211.  255.], 1, 1.4807524000061676
sub-10, trial46, 16, Robert Pattinson, ID16_IM02.bmp, (300, 300), Brad Pitt, (-550, -100), George Clooney, (-300, 300), Orlando Bloom, (0, -400), Patrick Dempsey, (550, -100), Robert Pattinson, [239. 276.], 1, 1.0994095000205562
sub-10, trial43, 11, Leonardo DiCaprio, ID11_IM01.bmp, (-300, 300), Ben Stiller, (550, -100), George Clooney, (-550, -100), Keanu Reeves, (300, 300), Ryan Gosling, (0, -400), Leonardo DiCaprio, [-184.  296.], 1, 1.812879300036002
sub-10, trial9, 02, Ben Stiller, ID02_IM03.bmp, (0, -400), Leonardo DiCaprio, (550, -100), Hugh Jackman, (-300, 300), Daniel Craig, (300, 300), Patrick Dempsey, (-550, -100), Ben Stiller, [   5. -399.], 1, 1.4587472000275739
sub-10, trial54, 01, Ben Affleck, ID01_IM03.bmp, (0, -400), Daniel Radcliffe, (550, -100), Ben Stiller, (-300, 300), Keanu Reeves, (300, 300), Justin Timberlake, (-550, -100), Ben Stiller, [-158.  276.], 0, 1.1660448999609798
sub-10, trial30, 06, Elijah Wood, ID06_IM02.bmp, (550, -100), Matt Damon, (-550, -100), George Clooney, (0, -400), Ben Stiller, (-300, 300), Keanu Reeves, (300, 300), familiar face, [ -21. -128.], 1, 4.6542761999880895
sub-10, trial50, 10, Keanu Reeves, ID10_IM03.bmp, (0, -400), Ryan Reynolds, (-550, -100), Orlando Bloom, (550, -100), Matt Damon, (300, 300), Ben Affleck, (-300, 300), Keanu Reeves, [  64. -389.], 1, 1.2969626999692991
sub-10, trial47, 12, Matt Damon, ID12_IM03.bmp, (0, -400), Leonardo DiCaprio, (-300, 300), George Clooney, (-550, -100), Hugh Jackman, (300, 300), Ryan Reynolds, (550, -100), Matt Damon, [  35. -416.], 1, 1.6515116000082344
sub-10, trial58, 07, George Clooney, ID07_IM02.bmp, (-550, -100), Keanu Reeves, (550, -100), Matt Damon, (-300, 300), Robert Pattinson, (300, 300), Patrick Dempsey, (0, -400), George Clooney, [-396.  -84.], 1, 1.8397192999836989
