subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-03, trial71, 02, Ben Stiller, ID02_IM03.bmp, (0, -400), Elijah Wood, (-300, 300), Hugh Jackman, (-550, -100), Daniel Craig, (550, -100), Ben Affleck, (300, 300), Ben Stiller, [  25. -383.], 1, 4.543269300018437
sub-03, trial10, 09, Justin Timberlake, ID09_IM03.bmp, (550, -100), Hugh Jackman, (0, -400), Ben Stiller, (300, 300), George Clooney, (-300, 300), Ryan Gosling, (-550, -100), Justin Timberlake, [ 519. -125.], 1, 2.072866900009103
sub-03, trial41, 06, Elijah Wood, ID06_IM03.bmp, (550, -100), Brad Pitt, (-550, -100), Orlando Bloom, (0, -400), Leonardo DiCaprio, (-300, 300), Daniel Craig, (300, 300), Elijah Wood, [464. -77.], 1, 1.8444526999955997
sub-03, trial64, 04, Daniel Craig, ID04_IM03.bmp, (550, -100), George Clooney, (-300, 300), Brad Pitt, (0, -400), Ben Affleck, (300, 300), Hugh Jackman, (-550, -100), Daniel Craig, [ 376. -126.], 1, 2.4003842999227345
sub-03, trial50, 12, Matt Damon, ID12_IM03.bmp, (-300, 300), Daniel Craig, (550, -100), Brad Pitt, (-550, -100), Orlando Bloom, (0, -400), Hugh Jackman, (300, 300), idk, [-45.  45.], 0, 4.118608599994332
sub-03, trial1, 04, Daniel Craig, ID04_IM04.bmp, (300, 300), Ryan Gosling, (550, -100), Patrick Dempsey, (-550, -100), Justin Timberlake, (-300, 300), Keanu Reeves, (0, -400), Daniel Craig, [360. 277.], 1, 1.5427024000091478
sub-03, trial40, 04, Daniel Craig, ID04_IM02.bmp, (-550, -100), Justin Timberlake, (550, -100), Ryan Gosling, (0, -400), Leonardo DiCaprio, (300, 300), Ben Stiller, (-300, 300), Daniel Craig, [-399.  -78.], 1, 1.0715492999879643
sub-03, trial32, 18, Ryan Reynolds, ID18_IM04.bmp, (300, 300), Keanu Reeves, (-300, 300), Robert Downey Jr, (-550, -100), Justin Timberlake, (0, -400), Ben Affleck, (550, -100), Ryan Reynolds, [219. 315.], 1, 5.979400500073098
sub-03, trial62, 01, Ben Affleck, ID01_IM04.bmp, (0, -400), Daniel Craig, (-300, 300), Leonardo DiCaprio, (-550, -100), Justin Timberlake, (300, 300), Daniel Radcliffe, (550, -100), Ben Affleck, [  81. -408.], 1, 4.809184800018556
sub-03, trial53, 14, Patrick Dempsey, ID14_IM02.bmp, (300, 300), Orlando Bloom, (550, -100), Ryan Gosling, (-550, -100), Robert Pattinson, (-300, 300), George Clooney, (0, -400), Patrick Dempsey, [288. 260.], 1, 2.7989626000635326
sub-03, trial25, 17, Ryan Gosling, ID17_IM02.bmp, (550, -100), George Clooney, (300, 300), Elijah Wood, (0, -400), Robert Pattinson, (-550, -100), Keanu Reeves, (-300, 300), Ryan Gosling, [ 490. -110.], 1, 3.059733400004916
sub-03, trial8, 14, Patrick Dempsey, ID14_IM03.bmp, (300, 300), Leonardo DiCaprio, (-300, 300), Brad Pitt, (-550, -100), Robert Downey Jr, (550, -100), Daniel Craig, (0, -400), Patrick Dempsey, [238. 292.], 1, 1.6475172999780625
sub-03, trial48, 05, Daniel Radcliffe, ID05_IM03.bmp, (-300, 300), Ryan Reynolds, (0, -400), Patrick Dempsey, (550, -100), Leonardo DiCaprio, (-550, -100), Elijah Wood, (300, 300), Daniel Radcliffe, [-194.  262.], 1, 0.8355736000230536
sub-03, trial51, 05, Daniel Radcliffe, ID05_IM04.bmp, (300, 300), Matt Damon, (-550, -100), George Clooney, (550, -100), Brad Pitt, (0, -400), Hugh Jackman, (-300, 300), Daniel Radcliffe, [191. 294.], 1, 2.127967400010675
sub-03, trial2, 14, Patrick Dempsey, ID14_IM01.bmp, (300, 300), Elijah Wood, (0, -400), Ryan Gosling, (550, -100), Robert Downey Jr, (-300, 300), Brad Pitt, (-550, -100), Patrick Dempsey, [359. 285.], 1, 1.2486890000291169
