subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-12, trial59, 17, Ryan Gosling, ID17_IM01.bmp, (-300, 300), Daniel Craig, (300, 300), Orlando Bloom, (550, -100), Ryan Reynolds, (0, -400), Brad Pitt, (-550, -100), Ryan Reynolds, [ 114. -417.], 0, 4.539459199993871
sub-12, trial55, 05, Daniel Radcliffe, ID05_IM02.bmp, (300, 300), Ryan Reynolds, (0, -400), Orlando Bloom, (-300, 300), Brad Pitt, (-550, -100), Justin Timberlake, (550, -100), Daniel Radcliffe, [351. 280.], 1, 1.5644507000106387
sub-12, trial9, 08, Hugh Jackman, ID08_IM03.bmp, (-550, -100), Ben Affleck, (550, -100), Daniel Radcliffe, (300, 300), Patrick Dempsey, (-300, 300), Justin Timberlake, (0, -400), Hugh Jackman, [-524.  -85.], 1, 2.748349000001326
sub-12, trial24, 18, Ryan Reynolds, ID18_IM01.bmp, (0, -400), Daniel Radcliffe, (-550, -100), George Clooney, (550, -100), Elijah Wood, (300, 300), Ben Stiller, (-300, 300), Ryan Reynolds, [  33. -393.], 1, 2.428025799978059
sub-12, trial65, 07, George Clooney, ID07_IM04.bmp, (300, 300), Matt Damon, (550, -100), Daniel Radcliffe, (-300, 300), Daniel Craig, (0, -400), Patrick Dempsey, (-550, -100), George Clooney, [321. 308.], 1, 1.4241206999868155
sub-12, trial12, 18, Ryan Reynolds, ID18_IM03.bmp, (550, -100), Brad Pitt, (300, 300), Matt Damon, (-300, 300), Patrick Dempsey, (-550, -100), Keanu Reeves, (0, -400), Ryan Reynolds, [ 608. -130.], 1, 2.2783119999803603
sub-12, trial10, 14, Patrick Dempsey, ID14_IM04.bmp, (-550, -100), Leonardo DiCaprio, (-300, 300), Ryan Reynolds, (550, -100), Brad Pitt, (0, -400), Robert Downey Jr, (300, 300), Patrick Dempsey, [-445. -117.], 1, 1.3930709999985993
sub-12, trial72, 03, Brad Pitt, ID03_IM02.bmp, (-550, -100), Ben Stiller, (0, -400), Orlando Bloom, (300, 300), Keanu Reeves, (-300, 300), Ryan Reynolds, (550, -100), Brad Pitt, [-445. -117.], 1, 0.6121251999866217
sub-12, trial60, 11, Leonardo DiCaprio, ID11_IM01.bmp, (0, -400), Orlando Bloom, (-300, 300), Hugh Jackman, (300, 300), Matt Damon, (550, -100), Keanu Reeves, (-550, -100), Leonardo DiCaprio, [ 128. -382.], 1, 1.7963260000105947
sub-12, trial14, 03, Brad Pitt, ID03_IM04.bmp, (-300, 300), Orlando Bloom, (550, -100), Robert Downey Jr, (300, 300), Robert Pattinson, (0, -400), Matt Damon, (-550, -100), Brad Pitt, [-166.  317.], 1, 2.849227999977302
sub-12, trial53, 10, Keanu Reeves, ID10_IM03.bmp, (-300, 300), Leonardo DiCaprio, (0, -400), Robert Pattinson, (550, -100), Elijah Wood, (-550, -100), Ryan Gosling, (300, 300), Keanu Reeves, [-190.  301.], 1, 2.1011147999670357
sub-12, trial28, 13, Orlando Bloom, ID13_IM01.bmp, (550, -100), Ben Stiller, (-300, 300), Keanu Reeves, (0, -400), Brad Pitt, (300, 300), Ryan Gosling, (-550, -100), Orlando Bloom, [ 552. -122.], 1, 2.270719599968288
sub-12, trial40, 10, Keanu Reeves, ID10_IM02.bmp, (-300, 300), Ben Affleck, (0, -400), Leonardo DiCaprio, (-550, -100), Patrick Dempsey, (300, 300), Ben Stiller, (550, -100), Keanu Reeves, [-185.  291.], 1, 2.786450900021009
sub-12, trial25, 18, Ryan Reynolds, ID18_IM04.bmp, (0, -400), Ryan Gosling, (-550, -100), Patrick Dempsey, (300, 300), Hugh Jackman, (-300, 300), Brad Pitt, (550, -100), Ryan Reynolds, [  73. -415.], 1, 2.815513400011696
sub-12, trial20, 17, Ryan Gosling, ID17_IM04.bmp, (300, 300), Leonardo DiCaprio, (-550, -100), Matt Damon, (550, -100), Orlando Bloom, (0, -400), Ben Stiller, (-300, 300), Ryan Gosling, [373. 285.], 1, 1.99646739999298
sub-12, trial52, 05, Daniel Radcliffe, ID05_IM03.bmp, (-300, 300), Leonardo DiCaprio, (300, 300), Hugh Jackman, (-550, -100), George Clooney, (550, -100), Ryan Gosling, (0, -400), Daniel Radcliffe, [-218.  281.], 1, 0.9883405999862589
sub-12, trial18, 15, Robert Downey Jr, ID15_IM03.bmp, (0, -400), Daniel Craig, (-300, 300), Matt Damon, (300, 300), George Clooney, (550, -100), Orlando Bloom, (-550, -100), Robert Downey Jr, [ 100. -400.], 1, 2.209422399988398
sub-12, trial43, 12, Matt Damon, ID12_IM02.bmp, (550, -100), Orlando Bloom, (-300, 300), Patrick Dempsey, (0, -400), Daniel Craig, (-550, -100), Elijah Wood, (300, 300), Matt Damon, [ 548. -109.], 1, 1.518890100007411
sub-12, trial26, 15, Robert Downey Jr, ID15_IM02.bmp, (550, -100), Keanu Reeves, (-550, -100), George Clooney, (300, 300), Brad Pitt, (0, -400), Matt Damon, (-300, 300), Robert Downey Jr, [ 547. -109.], 1, 1.6560011000256054
sub-12, trial48, 06, Elijah Wood, ID06_IM02.bmp, (-550, -100), Ryan Reynolds, (550, -100), Justin Timberlake, (300, 300), Matt Damon, (0, -400), Brad Pitt, (-300, 300), Elijah Wood, [-479.  -97.], 1, 2.348686599987559
sub-12, trial4, 11, Leonardo DiCaprio, ID11_IM02.bmp, (-300, 300), Keanu Reeves, (550, -100), Ben Stiller, (0, -400), Daniel Radcliffe, (300, 300), Ryan Gosling, (-550, -100), Leonardo DiCaprio, [-272.  320.], 1, 1.5720823000301607
sub-12, trial36, 15, Robert Downey Jr, ID15_IM01.bmp, (0, -400), George Clooney, (-300, 300), Leonardo DiCaprio, (550, -100), Patrick Dempsey, (-550, -100), Elijah Wood, (300, 300), Robert Downey Jr, [ -77. -390.], 1, 2.2513176999636926
sub-12, trial71, 03, Brad Pitt, ID03_IM03.bmp, (300, 300), Daniel Radcliffe, (0, -400), Ryan Gosling, (-550, -100), Orlando Bloom, (550, -100), Keanu Reeves, (-300, 300), Brad Pitt, [272. 303.], 1, 2.247157800011337
sub-12, trial19, 04, Daniel Craig, ID04_IM03.bmp, (300, 300), Patrick Dempsey, (-550, -100), Hugh Jackman, (-300, 300), Keanu Reeves, (550, -100), Ryan Gosling, (0, -400), Daniel Craig, [314. 265.], 1, 1.267037599987816
sub-12, trial67, 12, Matt Damon, ID12_IM03.bmp, (-550, -100), Justin Timberlake, (0, -400), Elijah Wood, (-300, 300), Patrick Dempsey, (550, -100), Robert Downey Jr, (300, 300), Matt Damon, [-530. -108.], 1, 1.7264864000026137
sub-12, trial15, 16, Robert Pattinson, ID16_IM02.bmp, (0, -400), Justin Timberlake, (300, 300), Ben Stiller, (550, -100), Daniel Radcliffe, (-300, 300), Leonardo DiCaprio, (-550, -100), Robert Pattinson, [ -17. -391.], 1, 1.7830670999828726
sub-12, trial13, 12, Matt Damon, ID12_IM01.bmp, (300, 300), Orlando Bloom, (-300, 300), Robert Pattinson, (-550, -100), Ben Affleck, (0, -400), Justin Timberlake, (550, -100), Matt Damon, [299. 295.], 1, 2.4856669000000693
sub-12, trial22, 06, Elijah Wood, ID06_IM03.bmp, (300, 300), Keanu Reeves, (550, -100), Ben Stiller, (-550, -100), Ryan Reynolds, (0, -400), Robert Downey Jr, (-300, 300), Elijah Wood, [294. 282.], 1, 3.5369942000252195
