subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-01, trial33, 03, Brad Pitt, ID03_IM03.bmp, (300, 300), Robert Downey Jr, (-550, -100), Ryan Reynolds, (-300, 300), Keanu Reeves, (0, -400), Robert Pattinson, (550, -100), Brad Pitt, [167. 306.], 1, 1.0776437999447808
sub-01, trial43, 13, Orlando Bloom, ID13_IM03.bmp, (0, -400), Justin Timberlake, (-550, -100), Patrick Dempsey, (300, 300), Keanu Reeves, (550, -100), Hugh Jackman, (-300, 300), Orlando Bloom, [  12. -375.], 1, 1.4968109000474215
sub-01, trial50, 02, Ben Stiller, ID02_IM04.bmp, (-300, 300), Patrick Dempsey, (550, -100), George Clooney, (300, 300), Robert Pattinson, (0, -400), Orlando Bloom, (-550, -100), Ben Stiller, [-302.  286.], 1, 1.074110500048846
sub-01, trial17, 09, Justin Timberlake, ID09_IM02.bmp, (550, -100), Daniel Craig, (0, -400), Brad Pitt, (300, 300), Ryan Reynolds, (-300, 300), Robert Downey Jr, (-550, -100), Justin Timberlake, [467. -82.], 1, 0.804701599990949
sub-01, trial3, 18, Ryan Reynolds, ID18_IM03.bmp, (0, -400), Robert Downey Jr, (300, 300), Brad Pitt, (-300, 300), Justin Timberlake, (-550, -100), Robert Pattinson, (550, -100), Ryan Reynolds, [ -11. -386.], 1, 1.394578600069508
sub-01, trial8, 01, Ben Affleck, ID01_IM04.bmp, (550, -100), Ben Stiller, (-550, -100), Robert Pattinson, (-300, 300), Matt Damon, (300, 300), Daniel Radcliffe, (0, -400), Ben Affleck, [ 484. -101.], 1, 1.1368469999870285
sub-01, trial36, 13, Orlando Bloom, ID13_IM04.bmp, (0, -400), Hugh Jackman, (300, 300), Elijah Wood, (-300, 300), Keanu Reeves, (550, -100), Robert Pattinson, (-550, -100), Orlando Bloom, [ 125. -390.], 1, 1.8562694999855012
sub-01, trial40, 10, Keanu Reeves, ID10_IM01.bmp, (300, 300), Orlando Bloom, (0, -400), Elijah Wood, (-300, 300), Hugh Jackman, (-550, -100), Matt Damon, (550, -100), Keanu Reeves, [208. 301.], 1, 1.0836894999956712
sub-01, trial4, 06, Elijah Wood, ID06_IM04.bmp, (550, -100), Orlando Bloom, (-550, -100), Ryan Gosling, (0, -400), Patrick Dempsey, (-300, 300), Keanu Reeves, (300, 300), Elijah Wood, [ 466. -108.], 1, 1.462152099935338
sub-01, trial65, 02, Ben Stiller, ID02_IM03.bmp, (-550, -100), Keanu Reeves, (0, -400), Elijah Wood, (550, -100), Leonardo DiCaprio, (-300, 300), Orlando Bloom, (300, 300), Ben Stiller, [-475. -103.], 1, 1.9366775000235066
sub-01, trial47, 17, Ryan Gosling, ID17_IM02.bmp, (550, -100), George Clooney, (-300, 300), Ryan Reynolds, (300, 300), Leonardo DiCaprio, (0, -400), Elijah Wood, (-550, -100), Ryan Gosling, [443. -85.], 1, 1.457478400086984
sub-01, trial28, 01, Ben Affleck, ID01_IM03.bmp, (550, -100), Leonardo DiCaprio, (300, 300), Brad Pitt, (-550, -100), George Clooney, (-300, 300), Robert Pattinson, (0, -400), Ben Affleck, [460. -77.], 1, 1.6851523999357596
sub-01, trial46, 04, Daniel Craig, ID04_IM01.bmp, (300, 300), Ben Affleck, (550, -100), Brad Pitt, (0, -400), Robert Downey Jr, (-300, 300), Robert Pattinson, (-550, -100), Daniel Craig, [203. 318.], 1, 1.0157286999747157
sub-01, trial45, 08, Hugh Jackman, ID08_IM02.bmp, (300, 300), Elijah Wood, (550, -100), George Clooney, (0, -400), Robert Pattinson, (-300, 300), Ryan Reynolds, (-550, -100), Hugh Jackman, [225. 303.], 1, 2.060412500053644
sub-01, trial49, 17, Ryan Gosling, ID17_IM04.bmp, (550, -100), Hugh Jackman, (-550, -100), Ben Stiller, (0, -400), Ryan Reynolds, (300, 300), Leonardo DiCaprio, (-300, 300), Ryan Gosling, [472. -74.], 1, 1.0950051000108942
sub-01, trial19, 10, Keanu Reeves, ID10_IM02.bmp, (300, 300), Justin Timberlake, (-550, -100), Ben Stiller, (-300, 300), Robert Downey Jr, (550, -100), Brad Pitt, (0, -400), Keanu Reeves, [259. 284.], 1, 0.8239720000419766
sub-01, trial27, 02, Ben Stiller, ID02_IM02.bmp, (550, -100), Daniel Craig, (-300, 300), Ryan Gosling, (0, -400), Justin Timberlake, (300, 300), Robert Pattinson, (-550, -100), Ben Stiller, [465. -78.], 1, 1.4295489999931306
sub-01, trial41, 18, Ryan Reynolds, ID18_IM02.bmp, (-550, -100), George Clooney, (0, -400), Daniel Craig, (-300, 300), Leonardo DiCaprio, (550, -100), Robert Downey Jr, (300, 300), Ryan Reynolds, [-485.  -93.], 1, 1.289972999948077
sub-01, trial30, 08, Hugh Jackman, ID08_IM04.bmp, (-550, -100), Matt Damon, (-300, 300), Daniel Craig, (0, -400), Robert Pattinson, (300, 300), Keanu Reeves, (550, -100), Hugh Jackman, [-459.  -96.], 1, 1.2286434000125155
sub-01, trial25, 12, Matt Damon, ID12_IM04.bmp, (-300, 300), Ryan Gosling, (-550, -100), Ryan Reynolds, (550, -100), Daniel Radcliffe, (300, 300), Daniel Craig, (0, -400), Matt Damon, [-263.  300.], 1, 1.720967200002633
sub-01, trial53, 15, Robert Downey Jr, ID15_IM03.bmp, (550, -100), Justin Timberlake, (-300, 300), George Clooney, (300, 300), Patrick Dempsey, (-550, -100), Ben Stiller, (0, -400), Robert Downey Jr, [428. -61.], 1, 1.1610766999656335
sub-01, trial2, 10, Keanu Reeves, ID10_IM04.bmp, (-550, -100), Patrick Dempsey, (300, 300), Leonardo DiCaprio, (0, -400), Ryan Gosling, (550, -100), Orlando Bloom, (-300, 300), Keanu Reeves, [-420. -115.], 1, 1.7848850999725983
sub-01, trial51, 05, Daniel Radcliffe, ID05_IM02.bmp, (300, 300), Brad Pitt, (0, -400), Daniel Craig, (550, -100), Matt Damon, (-550, -100), Robert Pattinson, (-300, 300), Daniel Radcliffe, [211. 265.], 1, 1.4633159999502823
sub-01, trial14, 07, George Clooney, ID07_IM02.bmp, (-300, 300), Ben Affleck, (550, -100), Justin Timberlake, (300, 300), Hugh Jackman, (0, -400), Daniel Craig, (-550, -100), George Clooney, [-268.  288.], 1, 1.2423609999241307
sub-01, trial32, 05, Daniel Radcliffe, ID05_IM03.bmp, (-300, 300), Ryan Gosling, (300, 300), Elijah Wood, (550, -100), Brad Pitt, (0, -400), Daniel Craig, (-550, -100), Daniel Radcliffe, [-237.  310.], 1, 1.1260575000196695
sub-01, trial57, 01, Ben Affleck, ID01_IM02.bmp, (300, 300), Hugh Jackman, (-300, 300), Daniel Radcliffe, (-550, -100), Justin Timberlake, (550, -100), Brad Pitt, (0, -400), Ben Affleck, [289. 299.], 1, 2.01466869993601
sub-01, trial42, 05, Daniel Radcliffe, ID05_IM01.bmp, (-550, -100), Robert Pattinson, (-300, 300), Justin Timberlake, (300, 300), Daniel Craig, (0, -400), Ben Affleck, (550, -100), Daniel Radcliffe, [-384.  -69.], 1, 1.1318196998909116
sub-01, trial6, 15, Robert Downey Jr, ID15_IM02.bmp, (550, -100), Leonardo DiCaprio, (300, 300), Daniel Radcliffe, (-550, -100), Robert Pattinson, (-300, 300), Orlando Bloom, (0, -400), Robert Downey Jr, [ 601. -100.], 1, 0.9872583000687882
