subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-11, trial10, 02, Ben Stiller, ID02_IM02.bmp, (-550, -100), Justin Timberlake, (0, -400), Matt Damon, (-300, 300), Brad Pitt, (550, -100), Hugh Jackman, (300, 300), Ben Stiller, [-406. -120.], 1, 1.728863199998159
sub-11, trial56, 03, Brad Pitt, ID03_IM03.bmp, (-550, -100), Hugh Jackman, (550, -100), Patrick Dempsey, (300, 300), Keanu Reeves, (0, -400), Robert Pattinson, (-300, 300), Brad Pitt, [-395.  -82.], 1, 3.9286295999772847
sub-11, trial4, 12, Matt Damon, ID12_IM04.bmp, (0, -400), Daniel Radcliffe, (550, -100), Ryan Gosling, (-550, -100), Patrick Dempsey, (300, 300), Daniel Craig, (-300, 300), Matt Damon, [  10. -363.], 1, 2.145203899999615
sub-11, trial49, 03, Brad Pitt, ID03_IM01.bmp, (300, 300), Matt Damon, (550, -100), Keanu Reeves, (-300, 300), Robert Pattinson, (-550, -100), Justin Timberlake, (0, -400), Brad Pitt, [313. 294.], 1, 2.065228699997533
sub-11, trial19, 02, Ben Stiller, ID02_IM01.bmp, (0, -400), Robert Pattinson, (-300, 300), Ryan Reynolds, (-550, -100), Patrick Dempsey, (300, 300), Daniel Craig, (550, -100), Ben Stiller, [ 125. -363.], 1, 3.1883817999623716
sub-11, trial22, 14, Patrick Dempsey, ID14_IM04.bmp, (-550, -100), Brad Pitt, (550, -100), Hugh Jackman, (300, 300), Keanu Reeves, (0, -400), Orlando Bloom, (-300, 300), Patrick Dempsey, [-407.  -78.], 1, 1.2350424000178464
sub-11, trial42, 07, George Clooney, ID07_IM02.bmp, (0, -400), Robert Pattinson, (-300, 300), Robert Downey Jr, (550, -100), Elijah Wood, (300, 300), Keanu Reeves, (-550, -100), George Clooney, [  85. -400.], 1, 3.5757765999878757
sub-11, trial2, 10, Keanu Reeves, ID10_IM02.bmp, (-550, -100), Patrick Dempsey, (300, 300), Ryan Reynolds, (550, -100), Daniel Craig, (0, -400), Elijah Wood, (-300, 300), idk, [105.  49.], 0, 1.49332950002281
sub-11, trial30, 11, Leonardo DiCaprio, ID11_IM04.bmp, (550, -100), Patrick Dempsey, (0, -400), Daniel Radcliffe, (-300, 300), Ben Stiller, (300, 300), Robert Downey Jr, (-550, -100), Leonardo DiCaprio, [514. -87.], 1, 2.176480099966284
sub-11, trial12, 13, Orlando Bloom, ID13_IM01.bmp, (-550, -100), Ryan Reynolds, (0, -400), Robert Pattinson, (300, 300), George Clooney, (-300, 300), Robert Downey Jr, (550, -100), Orlando Bloom, [-580.  -94.], 1, 2.0081588000175543
sub-11, trial62, 16, Robert Pattinson, ID16_IM03.bmp, (-300, 300), Ben Stiller, (300, 300), Patrick Dempsey, (-550, -100), Matt Damon, (0, -400), Leonardo DiCaprio, (550, -100), Robert Pattinson, [-195.  284.], 1, 3.06115259998478
sub-11, trial27, 15, Robert Downey Jr, ID15_IM03.bmp, (550, -100), Ben Affleck, (-300, 300), Keanu Reeves, (300, 300), Ben Stiller, (0, -400), Daniel Radcliffe, (-550, -100), Robert Downey Jr, [469. -87.], 1, 1.2245820999960415
sub-11, trial32, 11, Leonardo DiCaprio, ID11_IM02.bmp, (550, -100), Ben Stiller, (300, 300), Ryan Gosling, (-300, 300), Justin Timberlake, (-550, -100), George Clooney, (0, -400), Leonardo DiCaprio, [465. -87.], 1, 0.973035900038667
sub-11, trial72, 12, Matt Damon, ID12_IM01.bmp, (-550, -100), Orlando Bloom, (550, -100), Keanu Reeves, (300, 300), Leonardo DiCaprio, (-300, 300), Elijah Wood, (0, -400), Matt Damon, [-376.  -81.], 1, 1.316089500032831
sub-11, trial59, 08, Hugh Jackman, ID08_IM04.bmp, (300, 300), Elijah Wood, (0, -400), Daniel Radcliffe, (-550, -100), Orlando Bloom, (-300, 300), Matt Damon, (550, -100), familiar face, [  -8. -127.], 1, 1.5580340000451542
sub-11, trial36, 14, Patrick Dempsey, ID14_IM01.bmp, (0, -400), Justin Timberlake, (-300, 300), Daniel Craig, (300, 300), Leonardo DiCaprio, (-550, -100), Elijah Wood, (550, -100), Patrick Dempsey, [  82. -376.], 1, 1.8930606999783777
sub-11, trial48, 09, Justin Timberlake, ID09_IM02.bmp, (550, -100), Robert Downey Jr, (-300, 300), Keanu Reeves, (300, 300), Orlando Bloom, (-550, -100), Leonardo DiCaprio, (0, -400), Justin Timberlake, [398. -89.], 1, 1.7112609000178054
sub-11, trial55, 17, Ryan Gosling, ID17_IM01.bmp, (550, -100), Elijah Wood, (-300, 300), Robert Pattinson, (0, -400), Ben Affleck, (300, 300), Hugh Jackman, (-550, -100), Ryan Gosling, [ 492. -102.], 1, 2.4329733999911696
sub-11, trial3, 12, Matt Damon, ID12_IM03.bmp, (-300, 300), Orlando Bloom, (-550, -100), Hugh Jackman, (0, -400), Elijah Wood, (300, 300), George Clooney, (550, -100), Matt Damon, [-175.  318.], 1, 1.1174823999754153
sub-11, trial68, 16, Robert Pattinson, ID16_IM04.bmp, (-550, -100), George Clooney, (300, 300), Brad Pitt, (550, -100), Elijah Wood, (0, -400), Daniel Radcliffe, (-300, 300), Robert Pattinson, [-410. -112.], 1, 1.2779638999490999
sub-11, trial46, 18, Ryan Reynolds, ID18_IM02.bmp, (550, -100), Justin Timberlake, (0, -400), Elijah Wood, (-550, -100), Ben Stiller, (-300, 300), Brad Pitt, (300, 300), Ryan Reynolds, [440. -94.], 1, 1.3444912999984808
sub-11, trial31, 09, Justin Timberlake, ID09_IM03.bmp, (300, 300), George Clooney, (-550, -100), Robert Downey Jr, (550, -100), Hugh Jackman, (-300, 300), Ryan Gosling, (0, -400), Ryan Gosling, [-110. -410.], 0, 2.3923430999857374
sub-11, trial21, 16, Robert Pattinson, ID16_IM01.bmp, (300, 300), Brad Pitt, (550, -100), Hugh Jackman, (0, -400), Patrick Dempsey, (-300, 300), Ryan Reynolds, (-550, -100), Robert Pattinson, [199. 295.], 1, 1.9738504000124522
sub-11, trial65, 10, Keanu Reeves, ID10_IM04.bmp, (300, 300), Patrick Dempsey, (0, -400), Brad Pitt, (-550, -100), George Clooney, (550, -100), Justin Timberlake, (-300, 300), familiar face, [  -2. -122.], 1, 2.365830799972173
sub-11, trial33, 05, Daniel Radcliffe, ID05_IM02.bmp, (550, -100), Ryan Reynolds, (-550, -100), Ryan Gosling, (-300, 300), Ben Stiller, (0, -400), Leonardo DiCaprio, (300, 300), Daniel Radcliffe, [401. -76.], 1, 1.436053899989929
sub-11, trial11, 15, Robert Downey Jr, ID15_IM04.bmp, (-300, 300), George Clooney, (550, -100), Daniel Radcliffe, (300, 300), Matt Damon, (0, -400), Elijah Wood, (-550, -100), Robert Downey Jr, [-163.  270.], 1, 0.8734950000070967
sub-11, trial43, 05, Daniel Radcliffe, ID05_IM04.bmp, (-300, 300), Robert Downey Jr, (300, 300), Brad Pitt, (550, -100), Patrick Dempsey, (-550, -100), Hugh Jackman, (0, -400), Daniel Radcliffe, [-187.  304.], 1, 2.011523299966939
sub-11, trial44, 04, Daniel Craig, ID04_IM03.bmp, (0, -400), Robert Pattinson, (300, 300), Ryan Reynolds, (-300, 300), Orlando Bloom, (550, -100), Ryan Gosling, (-550, -100), Daniel Craig, [  90. -444.], 1, 1.9132577000418678
sub-11, trial24, 02, Ben Stiller, ID02_IM04.bmp, (-300, 300), Orlando Bloom, (550, -100), Keanu Reeves, (300, 300), Patrick Dempsey, (0, -400), Matt Damon, (-550, -100), Ben Stiller, [-222.  275.], 1, 0.9942251999746077
sub-11, trial18, 07, George Clooney, ID07_IM03.bmp, (-300, 300), Matt Damon, (300, 300), Patrick Dempsey, (0, -400), Brad Pitt, (550, -100), Keanu Reeves, (-550, -100), George Clooney, [-182.  280.], 1, 2.6882783999899402
sub-11, trial41, 17, Ryan Gosling, ID17_IM04.bmp, (0, -400), Ben Affleck, (-550, -100), Robert Pattinson, (550, -100), Daniel Radcliffe, (300, 300), Justin Timberlake, (-300, 300), Ryan Gosling, [  25. -371.], 1, 2.578970299975481
