subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-18, trial34, 18, Ryan Reynolds, ID18_IM01.bmp, (-550, -100), Justin Timberlake, (550, -100), Daniel Radcliffe, (-300, 300), Hugh Jackman, (0, -400), Matt Damon, (300, 300), idk, [86. 48.], 0, 0.5717980000190437
sub-18, trial49, 13, Orlando Bloom, ID13_IM03.bmp, (-550, -100), Leonardo DiCaprio, (-300, 300), Robert Downey Jr, (0, -400), Elijah Wood, (550, -100), Justin Timberlake, (300, 300), familiar face, [ 35. -84.], 1, 0.6763831999851391
sub-18, trial22, 10, Keanu Reeves, ID10_IM01.bmp, (300, 300), Ryan Reynolds, (-550, -100), Brad Pitt, (550, -100), Ben Stiller, (0, -400), Orlando Bloom, (-300, 300), idk, [99. 40.], 0, 0.6540948000038043
sub-18, trial28, 08, Hugh Jackman, ID08_IM03.bmp, (-300, 300), Ryan Gosling, (300, 300), Brad Pitt, (550, -100), Daniel Radcliffe, (0, -400), Orlando Bloom, (-550, -100), idk, [106.  45.], 0, 0.4652551000472158
sub-18, trial52, 18, Ryan Reynolds, ID18_IM04.bmp, (550, -100), Elijah Wood, (-300, 300), Hugh Jackman, (0, -400), Ben Stiller, (-550, -100), Ben Affleck, (300, 300), idk, [127.  42.], 0, 0.5003467000788078
subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-18, trial41, 02, Ben Stiller, ID02_IM04.bmp, (550, -100), Justin Timberlake, (0, -400), Robert Pattinson, (300, 300), Ryan Gosling, (-300, 300), Keanu Reeves, (-550, -100), idk, [55. 32.], 0, 2.8928717999951914
sub-18, trial59, 18, Ryan Reynolds, ID18_IM01.bmp, (-550, -100), Ben Affleck, (-300, 300), Daniel Radcliffe, (300, 300), Hugh Jackman, (550, -100), Leonardo DiCaprio, (0, -400), idk, [47. 35.], 0, 0.6413011000258848
sub-18, trial71, 03, Brad Pitt, ID03_IM03.bmp, (-550, -100), Ryan Gosling, (550, -100), Robert Downey Jr, (-300, 300), George Clooney, (0, -400), Leonardo DiCaprio, (300, 300), familiar face, [ 63. -96.], 1, 20.95714399998542
sub-18, trial6, 08, Hugh Jackman, ID08_IM03.bmp, (-550, -100), Elijah Wood, (550, -100), Daniel Radcliffe, (300, 300), Brad Pitt, (-300, 300), Ryan Gosling, (0, -400), idk, [80. 18.], 0, 0.9163431000197306
sub-18, trial68, 11, Leonardo DiCaprio, ID11_IM03.bmp, (-550, -100), Hugh Jackman, (550, -100), Keanu Reeves, (0, -400), Robert Pattinson, (-300, 300), Daniel Craig, (300, 300), Leonardo DiCaprio, [-430. -113.], 1, 1.692383399931714
