subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-23, trial16, 06, Elijah Wood, ID06_IM03.bmp, (0, -400), Daniel Craig, (550, -100), Daniel Radcliffe, (-550, -100), Ben Affleck, (-300, 300), Brad Pitt, (300, 300), familiar face, [-13. -79.], 1, 1.0127443000092171
sub-23, trial61, 07, George Clooney, ID07_IM04.bmp, (-300, 300), Brad Pitt, (300, 300), Ryan Gosling, (550, -100), Ben Affleck, (0, -400), Robert Downey Jr, (-550, -100), George Clooney, [-285.  295.], 1, 1.8681298999872524
sub-23, trial19, 05, Daniel Radcliffe, ID05_IM02.bmp, (-550, -100), Elijah Wood, (-300, 300), Leonardo DiCaprio, (550, -100), Ryan Reynolds, (0, -400), George Clooney, (300, 300), Daniel Radcliffe, [-434. -126.], 1, 1.1428344000014476
sub-23, trial32, 02, Ben Stiller, ID02_IM04.bmp, (550, -100), Elijah Wood, (0, -400), Ryan Gosling, (300, 300), Leonardo DiCaprio, (-550, -100), Hugh Jackman, (-300, 300), familiar face, [  2. -98.], 1, 4.9988773000077344
sub-23, trial62, 14, Patrick Dempsey, ID14_IM04.bmp, (550, -100), Ben Stiller, (-300, 300), Elijah Wood, (0, -400), Orlando Bloom, (-550, -100), George Clooney, (300, 300), familiar face, [  2. -98.], 1, 3.883136000018567
sub-23, trial42, 13, Orlando Bloom, ID13_IM02.bmp, (0, -400), Ben Affleck, (-300, 300), Matt Damon, (-550, -100), Ryan Gosling, (550, -100), Hugh Jackman, (300, 300), Orlando Bloom, [  15. -405.], 1, 1.3597324999864213
sub-23, trial46, 08, Hugh Jackman, ID08_IM02.bmp, (300, 300), Keanu Reeves, (0, -400), Matt Damon, (550, -100), Daniel Craig, (-550, -100), Robert Downey Jr, (-300, 300), Hugh Jackman, [232. 326.], 1, 2.7588443999993615
sub-23, trial47, 12, Matt Damon, ID12_IM01.bmp, (300, 300), Keanu Reeves, (-550, -100), Ryan Reynolds, (550, -100), Justin Timberlake, (0, -400), Ryan Gosling, (-300, 300), idk, [69. 42.], 0, 6.222309499979019
sub-23, trial35, 16, Robert Pattinson, ID16_IM04.bmp, (300, 300), Elijah Wood, (0, -400), Daniel Radcliffe, (550, -100), Justin Timberlake, (-550, -100), Brad Pitt, (-300, 300), Robert Pattinson, [251. 301.], 1, 3.6194623000046704
sub-23, trial41, 15, Robert Downey Jr, ID15_IM01.bmp, (300, 300), Keanu Reeves, (-550, -100), Hugh Jackman, (550, -100), Leonardo DiCaprio, (-300, 300), Ben Affleck, (0, -400), Robert Downey Jr, [172. 282.], 1, 1.096576300013112
sub-23, trial69, 16, Robert Pattinson, ID16_IM02.bmp, (-550, -100), Robert Downey Jr, (550, -100), George Clooney, (0, -400), Matt Damon, (-300, 300), Ryan Gosling, (300, 300), Robert Pattinson, [-417. -113.], 1, 3.0344335999980103
sub-23, trial31, 11, Leonardo DiCaprio, ID11_IM04.bmp, (-300, 300), Ryan Reynolds, (550, -100), Daniel Craig, (-550, -100), Robert Downey Jr, (0, -400), Matt Damon, (300, 300), Leonardo DiCaprio, [-256.  272.], 1, 1.7834165999956895
sub-23, trial17, 04, Daniel Craig, ID04_IM04.bmp, (-300, 300), Patrick Dempsey, (300, 300), Robert Pattinson, (550, -100), Elijah Wood, (0, -400), Ryan Gosling, (-550, -100), familiar face, [  65. -114.], 1, 4.078466500010109
sub-23, trial60, 18, Ryan Reynolds, ID18_IM03.bmp, (550, -100), Daniel Radcliffe, (-300, 300), Orlando Bloom, (300, 300), Matt Damon, (0, -400), Ben Stiller, (-550, -100), Ryan Reynolds, [ 458. -106.], 1, 1.8650919999927282
sub-23, trial12, 14, Patrick Dempsey, ID14_IM03.bmp, (550, -100), Ryan Gosling, (300, 300), Ryan Reynolds, (0, -400), Ben Stiller, (-300, 300), Elijah Wood, (-550, -100), familiar face, [-40. -90.], 1, 2.757156199979363
sub-23, trial43, 02, Ben Stiller, ID02_IM03.bmp, (300, 300), Daniel Craig, (-300, 300), George Clooney, (0, -400), Robert Pattinson, (550, -100), Robert Downey Jr, (-550, -100), familiar face, [-38. -89.], 1, 3.300480100006098
sub-23, trial59, 06, Elijah Wood, ID06_IM01.bmp, (0, -400), Ryan Gosling, (-550, -100), Ben Stiller, (-300, 300), Hugh Jackman, (300, 300), Robert Downey Jr, (550, -100), familiar face, [-38. -89.], 1, 0.9797536999976728
sub-23, trial37, 01, Ben Affleck, ID01_IM03.bmp, (-300, 300), Matt Damon, (-550, -100), Patrick Dempsey, (0, -400), Hugh Jackman, (550, -100), Orlando Bloom, (300, 300), familiar face, [  50. -106.], 1, 5.56397270000889
sub-23, trial3, 13, Orlando Bloom, ID13_IM04.bmp, (-550, -100), Ben Stiller, (300, 300), Justin Timberlake, (0, -400), Robert Pattinson, (-300, 300), George Clooney, (550, -100), Orlando Bloom, [-447.  -96.], 1, 2.4592838999815285
sub-23, trial7, 17, Ryan Gosling, ID17_IM03.bmp, (550, -100), Orlando Bloom, (300, 300), Robert Downey Jr, (-550, -100), Ryan Reynolds, (-300, 300), Patrick Dempsey, (0, -400), Ryan Gosling, [ 395. -124.], 1, 2.414597099996172
sub-23, trial5, 12, Matt Damon, ID12_IM04.bmp, (-300, 300), Robert Pattinson, (-550, -100), Orlando Bloom, (300, 300), Ryan Gosling, (0, -400), Keanu Reeves, (550, -100), idk, [71. 45.], 0, 1.0526488000177778
sub-23, trial1, 04, Daniel Craig, ID04_IM03.bmp, (-550, -100), George Clooney, (550, -100), Orlando Bloom, (-300, 300), Ryan Gosling, (300, 300), Ben Stiller, (0, -400), familiar face, [ 87. -77.], 1, 4.232008699997095
sub-23, trial71, 08, Hugh Jackman, ID08_IM04.bmp, (0, -400), Ryan Gosling, (-550, -100), Orlando Bloom, (300, 300), Ryan Reynolds, (550, -100), Ben Stiller, (-300, 300), Hugh Jackman, [  93. -389.], 1, 2.2041561999940313
sub-23, trial45, 04, Daniel Craig, ID04_IM01.bmp, (300, 300), Robert Pattinson, (-550, -100), Justin Timberlake, (550, -100), Matt Damon, (0, -400), Ryan Gosling, (-300, 300), familiar face, [  67. -100.], 1, 2.5139520000084303
