subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-21, trial38, 01, Ben Affleck, ID01_IM01.bmp, (0, -400), Daniel Craig, (-550, -100), Hugh Jackman, (550, -100), Justin Timberlake, (300, 300), Brad Pitt, (-300, 300), Ben Affleck, [  35. -355.], 1, 1.8278735999483615
sub-21, trial48, 16, Robert Pattinson, ID16_IM03.bmp, (550, -100), Daniel Craig, (-300, 300), Ben Stiller, (300, 300), Robert Downey Jr, (0, -400), Keanu Reeves, (-550, -100), Robert Pattinson, [ 438. -140.], 1, 1.785063099814579
sub-21, trial59, 02, Ben Stiller, ID02_IM01.bmp, (-550, -100), Patrick Dempsey, (550, -100), Ryan Gosling, (0, -400), Keanu Reeves, (300, 300), Ben Affleck, (-300, 300), familiar face, [ -18. -135.], 1, 1.4540983999613672
sub-21, trial9, 02, Ben Stiller, ID02_IM04.bmp, (-300, 300), Matt Damon, (0, -400), Daniel Radcliffe, (300, 300), Daniel Craig, (550, -100), Keanu Reeves, (-550, -100), familiar face, [ -18. -127.], 1, 1.1456929999403656
sub-21, trial54, 08, Hugh Jackman, ID08_IM04.bmp, (-550, -100), Ryan Reynolds, (0, -400), George Clooney, (300, 300), Ben Affleck, (550, -100), Ben Stiller, (-300, 300), familiar face, [ -19. -125.], 1, 1.2933342999313027
sub-21, trial63, 06, Elijah Wood, ID06_IM04.bmp, (300, 300), Justin Timberlake, (0, -400), Leonardo DiCaprio, (-300, 300), Hugh Jackman, (-550, -100), Robert Pattinson, (550, -100), familiar face, [ -19. -125.], 1, 1.6824825999792665
sub-21, trial52, 13, Orlando Bloom, ID13_IM04.bmp, (550, -100), Matt Damon, (300, 300), Justin Timberlake, (0, -400), Hugh Jackman, (-300, 300), Brad Pitt, (-550, -100), Orlando Bloom, [ 422. -109.], 1, 2.302437199978158
sub-21, trial64, 01, Ben Affleck, ID01_IM03.bmp, (0, -400), Robert Pattinson, (-550, -100), Matt Damon, (300, 300), Brad Pitt, (-300, 300), Daniel Craig, (550, -100), Ben Affleck, [   3. -398.], 1, 0.903749099932611
sub-21, trial7, 11, Leonardo DiCaprio, ID11_IM04.bmp, (-550, -100), Orlando Bloom, (-300, 300), Daniel Craig, (550, -100), Matt Damon, (0, -400), Brad Pitt, (300, 300), Leonardo DiCaprio, [-439.  -96.], 1, 3.145055199973285
sub-21, trial11, 13, Orlando Bloom, ID13_IM01.bmp, (550, -100), Patrick Dempsey, (-300, 300), Ryan Gosling, (300, 300), Ben Affleck, (-550, -100), Ben Stiller, (0, -400), familiar face, [   2. -112.], 1, 2.5295130000449717
