subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-24, trial26, 15, Robert Downey Jr, ID15_IM03.bmp, (300, 300), Matt Damon, (0, -400), Ryan Gosling, (-550, -100), Ben Affleck, (-300, 300), Justin Timberlake, (550, -100), Robert Downey Jr, [257. 308.], 1, 2.5368957000027876
sub-24, trial12, 08, Hugh Jackman, ID08_IM03.bmp, (0, -400), Brad Pitt, (-300, 300), Daniel Radcliffe, (550, -100), Keanu Reeves, (-550, -100), Ryan Gosling, (300, 300), idk, [111.  45.], 0, 0.9528235000034329
sub-24, trial50, 01, Ben Affleck, ID01_IM03.bmp, (550, -100), Robert Downey Jr, (300, 300), Ryan Reynolds, (-550, -100), Patrick Dempsey, (0, -400), Justin Timberlake, (-300, 300), idk, [97. 64.], 0, 1.0412384000082966
sub-24, trial41, 04, Daniel Craig, ID04_IM03.bmp, (300, 300), Ben Stiller, (550, -100), Daniel Radcliffe, (0, -400), Matt Damon, (-550, -100), Keanu Reeves, (-300, 300), familiar face, [ 79. -99.], 1, 6.013274900004035
sub-24, trial25, 13, Orlando Bloom, ID13_IM01.bmp, (300, 300), Matt Damon, (0, -400), Daniel Radcliffe, (-300, 300), Justin Timberlake, (550, -100), Brad Pitt, (-550, -100), idk, [40. 69.], 0, 0.7862983999948483
sub-24, trial29, 16, Robert Pattinson, ID16_IM04.bmp, (300, 300), Ben Stiller, (0, -400), Orlando Bloom, (550, -100), Elijah Wood, (-300, 300), Ryan Reynolds, (-550, -100), Robert Pattinson, [302. 323.], 1, 1.3680288000032306
sub-24, trial7, 05, Daniel Radcliffe, ID05_IM02.bmp, (0, -400), Ben Stiller, (550, -100), George Clooney, (-300, 300), Robert Pattinson, (300, 300), Orlando Bloom, (-550, -100), Daniel Radcliffe, [  24. -399.], 1, 8.66858600001433
sub-24, trial1, 14, Patrick Dempsey, ID14_IM01.bmp, (550, -100), Leonardo DiCaprio, (-300, 300), Orlando Bloom, (-550, -100), Robert Pattinson, (300, 300), Robert Downey Jr, (0, -400), Patrick Dempsey, [ 435. -106.], 1, 3.090631300001405
sub-24, trial31, 18, Ryan Reynolds, ID18_IM03.bmp, (300, 300), Patrick Dempsey, (-550, -100), Keanu Reeves, (-300, 300), Ben Stiller, (550, -100), Daniel Radcliffe, (0, -400), Ryan Reynolds, [356. 301.], 1, 4.60428889998002
sub-24, trial23, 18, Ryan Reynolds, ID18_IM02.bmp, (550, -100), Matt Damon, (-550, -100), Robert Pattinson, (-300, 300), George Clooney, (0, -400), Ryan Gosling, (300, 300), Ryan Gosling, [356. 301.], 0, 0.624937399988994
