subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-07, trial19, 07, George Clooney, ID07_IM03.bmp, (300, 300), Brad Pitt, (-300, 300), Keanu Reeves, (550, -100), Robert Pattinson, (-550, -100), Orlando Bloom, (0, -400), George Clooney, [295. 271.], 1, 2.0012377000002743
sub-07, trial1, 16, Robert Pattinson, ID16_IM04.bmp, (-300, 300), Patrick Dempsey, (-550, -100), Justin Timberlake, (550, -100), Daniel Craig, (0, -400), Robert Downey Jr, (300, 300), Robert Pattinson, [-170.  283.], 1, 1.6304571000000578
sub-07, trial51, 04, Daniel Craig, ID04_IM03.bmp, (550, -100), Justin Timberlake, (-300, 300), Keanu Reeves, (-550, -100), Leonardo DiCaprio, (0, -400), Daniel Radcliffe, (300, 300), Daniel Craig, [ 513. -120.], 1, 3.4435087999991083
sub-07, trial3, 12, Matt Damon, ID12_IM01.bmp, (550, -100), Patrick Dempsey, (0, -400), Ryan Gosling, (300, 300), Hugh Jackman, (-550, -100), Daniel Radcliffe, (-300, 300), idk, [107. -16.], 0, 0.959450399999696
sub-07, trial61, 04, Daniel Craig, ID04_IM01.bmp, (0, -400), Matt Damon, (-300, 300), Hugh Jackman, (-550, -100), Keanu Reeves, (300, 300), Elijah Wood, (550, -100), Daniel Craig, [ 126. -377.], 1, 2.998548200001096
sub-07, trial7, 01, Ben Affleck, ID01_IM03.bmp, (-300, 300), Daniel Craig, (550, -100), Robert Downey Jr, (300, 300), Leonardo DiCaprio, (0, -400), Elijah Wood, (-550, -100), idk, [153. -11.], 0, 0.5327391999999236
sub-07, trial5, 12, Matt Damon, ID12_IM04.bmp, (550, -100), Justin Timberlake, (-550, -100), Ryan Gosling, (0, -400), Ryan Reynolds, (-300, 300), Daniel Radcliffe, (300, 300), idk, [153. -11.], 0, 0.4114021999994293
sub-07, trial21, 09, Justin Timberlake, ID09_IM03.bmp, (0, -400), Hugh Jackman, (-300, 300), Keanu Reeves, (-550, -100), Ben Stiller, (550, -100), Orlando Bloom, (300, 300), Justin Timberlake, [  97. -378.], 1, 3.7947261999997863
sub-07, trial68, 18, Ryan Reynolds, ID18_IM01.bmp, (-550, -100), Leonardo DiCaprio, (550, -100), George Clooney, (300, 300), Daniel Craig, (0, -400), Robert Pattinson, (-300, 300), Ryan Reynolds, [-463. -114.], 1, 1.9524940999999671
sub-07, trial6, 03, Brad Pitt, ID03_IM02.bmp, (0, -400), Matt Damon, (300, 300), Orlando Bloom, (-300, 300), Justin Timberlake, (550, -100), Elijah Wood, (-550, -100), Brad Pitt, [ 149. -397.], 1, 1.4166884000005666
sub-07, trial72, 15, Robert Downey Jr, ID15_IM02.bmp, (-300, 300), Matt Damon, (300, 300), Ryan Reynolds, (0, -400), Elijah Wood, (-550, -100), Patrick Dempsey, (550, -100), Robert Downey Jr, [-201.  268.], 1, 1.5980849000006856
sub-07, trial62, 10, Keanu Reeves, ID10_IM01.bmp, (-550, -100), Matt Damon, (-300, 300), Robert Pattinson, (300, 300), Justin Timberlake, (0, -400), Daniel Craig, (550, -100), Keanu Reeves, [-420.  -92.], 1, 1.5871107000002667
sub-07, trial63, 12, Matt Damon, ID12_IM03.bmp, (550, -100), Orlando Bloom, (0, -400), Justin Timberlake, (-550, -100), George Clooney, (300, 300), Ryan Reynolds, (-300, 300), idk, [ 46. -30.], 0, 0.481518500000675
sub-07, trial35, 16, Robert Pattinson, ID16_IM02.bmp, (0, -400), Ryan Gosling, (550, -100), Justin Timberlake, (-300, 300), Ryan Reynolds, (-550, -100), Orlando Bloom, (300, 300), Robert Pattinson, [  77. -380.], 1, 1.4283961000001
sub-07, trial20, 07, George Clooney, ID07_IM04.bmp, (300, 300), Elijah Wood, (550, -100), Ben Affleck, (-300, 300), Daniel Radcliffe, (0, -400), Daniel Craig, (-550, -100), George Clooney, [282. 268.], 1, 1.2974887999989733
sub-07, trial16, 16, Robert Pattinson, ID16_IM03.bmp, (-550, -100), Orlando Bloom, (550, -100), George Clooney, (300, 300), Daniel Craig, (-300, 300), Hugh Jackman, (0, -400), Robert Pattinson, [-598. -116.], 1, 1.0598224000004848
