subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-14, trial46, 11, Leonardo DiCaprio, ID11_IM04.bmp, (550, -100), Ben Stiller, (0, -400), Keanu Reeves, (-300, 300), Hugh Jackman, (300, 300), Justin Timberlake, (-550, -100), Leonardo DiCaprio, [ 458. -134.], 1, 2.135811400003149
sub-14, trial52, 02, Ben Stiller, ID02_IM03.bmp, (0, -400), Patrick Dempsey, (-300, 300), Justin Timberlake, (550, -100), Daniel Craig, (-550, -100), Elijah Wood, (300, 300), Ben Stiller, [  66. -377.], 1, 2.496088800005964
sub-14, trial41, 02, Ben Stiller, ID02_IM01.bmp, (-300, 300), Justin Timberlake, (550, -100), Orlando Bloom, (0, -400), George Clooney, (300, 300), Robert Pattinson, (-550, -100), Ben Stiller, [-199.  292.], 1, 1.5784249999996973
sub-14, trial5, 06, Elijah Wood, ID06_IM02.bmp, (-550, -100), Ben Stiller, (550, -100), Daniel Craig, (-300, 300), George Clooney, (0, -400), Keanu Reeves, (300, 300), Elijah Wood, [-529. -138.], 1, 3.9617643999954453
sub-14, trial34, 17, Ryan Gosling, ID17_IM04.bmp, (0, -400), Daniel Craig, (-550, -100), Hugh Jackman, (550, -100), Robert Downey Jr, (-300, 300), Keanu Reeves, (300, 300), Ryan Gosling, [  95. -379.], 1, 1.929423499997938
sub-14, trial24, 12, Matt Damon, ID12_IM02.bmp, (-300, 300), Leonardo DiCaprio, (-550, -100), Ryan Gosling, (300, 300), Daniel Craig, (0, -400), Keanu Reeves, (550, -100), Matt Damon, [-305.  307.], 1, 1.1701889000105439
sub-14, trial60, 10, Keanu Reeves, ID10_IM02.bmp, (0, -400), Ben Stiller, (300, 300), Elijah Wood, (-300, 300), George Clooney, (-550, -100), Orlando Bloom, (550, -100), Keanu Reeves, [  69. -363.], 1, 1.8733878999919398
sub-14, trial25, 10, Keanu Reeves, ID10_IM04.bmp, (-300, 300), George Clooney, (-550, -100), Robert Pattinson, (550, -100), Ben Stiller, (300, 300), Brad Pitt, (0, -400), Keanu Reeves, [-329.  280.], 1, 1.4441504999995232
sub-14, trial11, 08, Hugh Jackman, ID08_IM04.bmp, (300, 300), Ryan Reynolds, (550, -100), Elijah Wood, (-300, 300), Robert Pattinson, (0, -400), Ben Stiller, (-550, -100), Hugh Jackman, [221. 318.], 1, 1.6084058999986155
sub-14, trial71, 12, Matt Damon, ID12_IM03.bmp, (0, -400), Ryan Reynolds, (-550, -100), Brad Pitt, (300, 300), Elijah Wood, (-300, 300), Daniel Radcliffe, (550, -100), Matt Damon, [  59. -379.], 1, 2.134045500002685
sub-14, trial16, 09, Justin Timberlake, ID09_IM01.bmp, (0, -400), Leonardo DiCaprio, (550, -100), Hugh Jackman, (-550, -100), Robert Downey Jr, (-300, 300), Daniel Radcliffe, (300, 300), Justin Timberlake, [  22. -394.], 1, 1.870821500007878
sub-14, trial35, 03, Brad Pitt, ID03_IM03.bmp, (-300, 300), George Clooney, (-550, -100), Daniel Craig, (550, -100), Leonardo DiCaprio, (0, -400), Patrick Dempsey, (300, 300), Brad Pitt, [-272.  294.], 1, 1.969614299989189
sub-14, trial10, 03, Brad Pitt, ID03_IM04.bmp, (300, 300), Patrick Dempsey, (-300, 300), Daniel Craig, (-550, -100), George Clooney, (550, -100), Ryan Gosling, (0, -400), Brad Pitt, [211. 271.], 1, 1.2727827000053367
sub-14, trial17, 08, Hugh Jackman, ID08_IM02.bmp, (300, 300), Brad Pitt, (550, -100), Ryan Gosling, (-300, 300), Patrick Dempsey, (-550, -100), Keanu Reeves, (0, -400), Hugh Jackman, [182. 295.], 1, 2.380382199989981
sub-14, trial62, 07, George Clooney, ID07_IM01.bmp, (-550, -100), Ryan Gosling, (550, -100), Patrick Dempsey, (-300, 300), Brad Pitt, (300, 300), Robert Downey Jr, (0, -400), George Clooney, [-491. -102.], 1, 1.0906683999928646
