subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-10, trial68, 05, Daniel Radcliffe, ID05_IM04.bmp, (-300, 300), Robert Downey Jr, (0, -400), Orlando Bloom, (550, -100), Ben Affleck, (300, 300), George Clooney, (-550, -100), idk, [-17. -15.], 0, 11.595219500013627
sub-10, trial2, 09, Justin Timberlake, ID09_IM01.bmp, (550, -100), Keanu Reeves, (-550, -100), Ryan Gosling, (0, -400), Ryan Reynolds, (-300, 300), Robert Downey Jr, (300, 300), idk, [ 30. -17.], 0, 4.618555900000501
sub-10, trial48, 05, Daniel Radcliffe, ID05_IM02.bmp, (-550, -100), Orlando Bloom, (0, -400), Robert Pattinson, (550, -100), Ben Affleck, (-300, 300), Robert Downey Jr, (300, 300), Daniel Radcliffe, [-460. -115.], 1, 5.687098899972625
sub-10, trial34, 07, George Clooney, ID07_IM01.bmp, (300, 300), Daniel Craig, (0, -400), Robert Downey Jr, (-550, -100), Orlando Bloom, (550, -100), Justin Timberlake, (-300, 300), George Clooney, [279. 300.], 1, 2.5299392999731936
sub-10, trial56, 18, Ryan Reynolds, ID18_IM02.bmp, (-550, -100), Justin Timberlake, (-300, 300), Robert Pattinson, (300, 300), Ben Stiller, (550, -100), Ryan Gosling, (0, -400), idk, [ 41. -25.], 0, 10.468661700026132
sub-10, trial30, 03, Brad Pitt, ID03_IM02.bmp, (-550, -100), George Clooney, (0, -400), Daniel Craig, (300, 300), Keanu Reeves, (-300, 300), Ryan Reynolds, (550, -100), idk, [46. -4.], 0, 8.516625599993858
sub-10, trial57, 10, Keanu Reeves, ID10_IM03.bmp, (550, -100), Ben Affleck, (0, -400), Elijah Wood, (-300, 300), Patrick Dempsey, (300, 300), Daniel Craig, (-550, -100), idk, [46. -4.], 0, 4.645206400018651
sub-10, trial26, 08, Hugh Jackman, ID08_IM02.bmp, (-550, -100), Patrick Dempsey, (300, 300), Matt Damon, (550, -100), Robert Downey Jr, (0, -400), Justin Timberlake, (-300, 300), Hugh Jackman, [-463. -107.], 1, 6.874636599968653
sub-10, trial41, 03, Brad Pitt, ID03_IM01.bmp, (0, -400), Leonardo DiCaprio, (-300, 300), Keanu Reeves, (300, 300), Ryan Gosling, (550, -100), Daniel Radcliffe, (-550, -100), Brad Pitt, [  32. -377.], 1, 37.04612219997216
sub-10, trial38, 06, Elijah Wood, ID06_IM03.bmp, (0, -400), Daniel Craig, (-550, -100), Robert Downey Jr, (550, -100), Ben Affleck, (300, 300), Daniel Radcliffe, (-300, 300), idk, [  3. -26.], 0, 2.8494768000091426
sub-10, trial59, 09, Justin Timberlake, ID09_IM03.bmp, (300, 300), Robert Downey Jr, (-550, -100), Elijah Wood, (550, -100), Ryan Reynolds, (-300, 300), Brad Pitt, (0, -400), idk, [  3. -26.], 0, 2.5638915000017732
sub-10, trial62, 16, Robert Pattinson, ID16_IM04.bmp, (0, -400), Patrick Dempsey, (300, 300), Hugh Jackman, (550, -100), Justin Timberlake, (-300, 300), Keanu Reeves, (-550, -100), Robert Pattinson, [  51. -391.], 1, 3.803731299994979
sub-10, trial65, 15, Robert Downey Jr, ID15_IM01.bmp, (-550, -100), Justin Timberlake, (-300, 300), Brad Pitt, (550, -100), Daniel Craig, (300, 300), Keanu Reeves, (0, -400), idk, [ 28. -34.], 0, 1.930481499992311
sub-10, trial15, 02, Ben Stiller, ID02_IM04.bmp, (-300, 300), Hugh Jackman, (-550, -100), Ryan Gosling, (550, -100), Matt Damon, (0, -400), Patrick Dempsey, (300, 300), Ben Stiller, [-235.  318.], 1, 6.474956099991687
sub-10, trial46, 05, Daniel Radcliffe, ID05_IM01.bmp, (-550, -100), Ben Stiller, (550, -100), Ben Affleck, (0, -400), Patrick Dempsey, (-300, 300), Ryan Gosling, (300, 300), Daniel Radcliffe, [-428.  -98.], 1, 8.901614900038112
sub-10, trial64, 07, George Clooney, ID07_IM04.bmp, (-300, 300), Orlando Bloom, (0, -400), Patrick Dempsey, (550, -100), Ben Affleck, (300, 300), Robert Downey Jr, (-550, -100), George Clooney, [-295.  276.], 1, 8.480267400038429
sub-10, trial9, 15, Robert Downey Jr, ID15_IM03.bmp, (-550, -100), George Clooney, (550, -100), Justin Timberlake, (0, -400), Matt Damon, (300, 300), Brad Pitt, (-300, 300), idk, [ 22. -10.], 0, 2.2503409999771975
sub-10, trial25, 14, Patrick Dempsey, ID14_IM01.bmp, (-300, 300), Ben Stiller, (300, 300), George Clooney, (-550, -100), Keanu Reeves, (550, -100), Leonardo DiCaprio, (0, -400), Patrick Dempsey, [-265.  280.], 1, 5.950279999990016
sub-10, trial37, 02, Ben Stiller, ID02_IM03.bmp, (300, 300), Ryan Reynolds, (550, -100), Robert Pattinson, (0, -400), Hugh Jackman, (-300, 300), Brad Pitt, (-550, -100), Hugh Jackman, [-250.  281.], 0, 2.2292755999951623
sub-10, trial47, 01, Ben Affleck, ID01_IM03.bmp, (-550, -100), Justin Timberlake, (550, -100), Robert Downey Jr, (300, 300), Matt Damon, (0, -400), Robert Pattinson, (-300, 300), idk, [40.  7.], 0, 0.9158450000104494
sub-10, trial72, 13, Orlando Bloom, ID13_IM03.bmp, (550, -100), George Clooney, (300, 300), Keanu Reeves, (0, -400), Robert Pattinson, (-550, -100), Ryan Reynolds, (-300, 300), idk, [40.  7.], 0, 3.6587180999922566
sub-10, trial54, 18, Ryan Reynolds, ID18_IM04.bmp, (550, -100), George Clooney, (-300, 300), Ben Affleck, (-550, -100), Brad Pitt, (300, 300), Patrick Dempsey, (0, -400), idk, [ 46. -17.], 0, 4.359622500021942
sub-10, trial21, 04, Daniel Craig, ID04_IM04.bmp, (-300, 300), Matt Damon, (550, -100), Robert Pattinson, (-550, -100), Keanu Reeves, (0, -400), Leonardo DiCaprio, (300, 300), Daniel Craig, [-266.  292.], 1, 22.77459430001909
sub-10, trial69, 14, Patrick Dempsey, ID14_IM04.bmp, (550, -100), Justin Timberlake, (-550, -100), Matt Damon, (0, -400), Brad Pitt, (300, 300), Orlando Bloom, (-300, 300), Patrick Dempsey, [ 523. -131.], 1, 3.309113299997989
sub-10, trial42, 10, Keanu Reeves, ID10_IM02.bmp, (550, -100), Robert Pattinson, (-550, -100), Daniel Craig, (300, 300), Orlando Bloom, (-300, 300), Brad Pitt, (0, -400), idk, [ 51. -24.], 0, 1.358402699988801
