subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-06, trial9, 01, Ben Affleck, ID01_IM03.bmp, (550, -100), Daniel Radcliffe, (-300, 300), Matt Damon, (-550, -100), Ben Stiller, (300, 300), Leonardo DiCaprio, (0, -400), Ben Affleck, [ 492. -120.], 1, 2.709183600032702
sub-06, trial40, 02, Ben Stiller, ID02_IM01.bmp, (-550, -100), Ryan Gosling, (300, 300), Matt Damon, (550, -100), Brad Pitt, (0, -400), Keanu Reeves, (-300, 300), Ben Stiller, [-587.  -92.], 1, 1.5739635000936687
sub-06, trial13, 14, Patrick Dempsey, ID14_IM01.bmp, (300, 300), Daniel Radcliffe, (-550, -100), Ryan Gosling, (-300, 300), Ryan Reynolds, (0, -400), Matt Damon, (550, -100), Patrick Dempsey, [265. 287.], 1, 3.292985999956727
sub-06, trial12, 12, Matt Damon, ID12_IM01.bmp, (-300, 300), Patrick Dempsey, (-550, -100), Ben Stiller, (0, -400), Ben Affleck, (550, -100), Justin Timberlake, (300, 300), Matt Damon, [-230.  293.], 1, 1.391459200065583
sub-06, trial44, 11, Leonardo DiCaprio, ID11_IM04.bmp, (0, -400), Ryan Gosling, (550, -100), Matt Damon, (300, 300), Keanu Reeves, (-550, -100), Ben Stiller, (-300, 300), Leonardo DiCaprio, [   7. -398.], 1, 2.4776095000561327
sub-06, trial2, 05, Daniel Radcliffe, ID05_IM04.bmp, (0, -400), Keanu Reeves, (550, -100), Ryan Reynolds, (-550, -100), Hugh Jackman, (300, 300), Ben Stiller, (-300, 300), Daniel Radcliffe, [ -94. -420.], 1, 2.144755700137466
sub-06, trial60, 06, Elijah Wood, ID06_IM03.bmp, (-550, -100), Ben Stiller, (0, -400), Ryan Gosling, (550, -100), Brad Pitt, (-300, 300), Leonardo DiCaprio, (300, 300), Elijah Wood, [-456. -120.], 1, 1.6416441998444498
sub-06, trial10, 01, Ben Affleck, ID01_IM04.bmp, (0, -400), Daniel Radcliffe, (300, 300), Patrick Dempsey, (550, -100), Keanu Reeves, (-550, -100), Ben Stiller, (-300, 300), Ben Affleck, [ -41. -380.], 1, 1.9253980999346823
sub-06, trial68, 10, Keanu Reeves, ID10_IM02.bmp, (-550, -100), Brad Pitt, (-300, 300), Ryan Reynolds, (0, -400), Elijah Wood, (550, -100), George Clooney, (300, 300), Keanu Reeves, [-491.  -98.], 1, 0.8231196000706404
sub-06, trial15, 06, Elijah Wood, ID06_IM04.bmp, (-300, 300), Keanu Reeves, (-550, -100), Robert Downey Jr, (550, -100), Justin Timberlake, (0, -400), Ben Affleck, (300, 300), Elijah Wood, [-200.  338.], 1, 1.1875811000354588
sub-06, trial18, 12, Matt Damon, ID12_IM04.bmp, (300, 300), Hugh Jackman, (-300, 300), George Clooney, (550, -100), Justin Timberlake, (0, -400), Daniel Craig, (-550, -100), Matt Damon, [356. 290.], 1, 1.3058237999211997
sub-06, trial27, 18, Ryan Reynolds, ID18_IM02.bmp, (550, -100), Orlando Bloom, (-550, -100), Daniel Craig, (-300, 300), Ryan Gosling, (0, -400), Leonardo DiCaprio, (300, 300), Ryan Reynolds, [ 428. -131.], 1, 3.763673999812454
