subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-10, trial71, 10, Keanu Reeves, ID10_IM04.bmp, (-300, 300), Daniel Craig, (300, 300), Orlando Bloom, (0, -400), Elijah Wood, (-550, -100), Ryan Reynolds, (550, -100), Keanu Reeves, [-167.  316.], 1, 2.752961999969557
sub-10, trial15, 15, Robert Downey Jr, ID15_IM04.bmp, (300, 300), Justin Timberlake, (0, -400), Daniel Radcliffe, (-550, -100), Ryan Reynolds, (-300, 300), Elijah Wood, (550, -100), Robert Downey Jr, [251. 303.], 1, 2.6236003000522032
sub-10, trial37, 11, Leonardo DiCaprio, ID11_IM04.bmp, (-550, -100), Daniel Radcliffe, (0, -400), Keanu Reeves, (550, -100), Robert Downey Jr, (-300, 300), Elijah Wood, (300, 300), Leonardo DiCaprio, [-463. -114.], 1, 2.1807244000956416
sub-10, trial24, 10, Keanu Reeves, ID10_IM02.bmp, (0, -400), Hugh Jackman, (-300, 300), Daniel Radcliffe, (300, 300), Justin Timberlake, (-550, -100), Brad Pitt, (550, -100), Keanu Reeves, [ -73. -419.], 1, 2.0664125001057982
sub-10, trial21, 05, Daniel Radcliffe, ID05_IM04.bmp, (300, 300), Brad Pitt, (-300, 300), Matt Damon, (0, -400), Ben Stiller, (550, -100), Ryan Reynolds, (-550, -100), Daniel Radcliffe, [190. 290.], 1, 2.870535399997607
sub-10, trial67, 15, Robert Downey Jr, ID15_IM01.bmp, (550, -100), Ryan Gosling, (-300, 300), Robert Pattinson, (0, -400), George Clooney, (300, 300), Brad Pitt, (-550, -100), Robert Downey Jr, [479. -78.], 1, 1.7128305999794975
sub-10, trial69, 04, Daniel Craig, ID04_IM03.bmp, (550, -100), Brad Pitt, (-300, 300), Hugh Jackman, (300, 300), Ben Stiller, (0, -400), Keanu Reeves, (-550, -100), Daniel Craig, [ 461. -103.], 1, 1.9306216000113636
sub-10, trial35, 13, Orlando Bloom, ID13_IM01.bmp, (550, -100), Daniel Craig, (0, -400), Elijah Wood, (300, 300), Ryan Reynolds, (-300, 300), Ben Affleck, (-550, -100), idk, [19.  2.], 0, 4.2905410000821576
sub-10, trial28, 11, Leonardo DiCaprio, ID11_IM03.bmp, (-550, -100), Ryan Reynolds, (0, -400), Robert Pattinson, (300, 300), Elijah Wood, (550, -100), Ryan Gosling, (-300, 300), Leonardo DiCaprio, [-443.  -94.], 1, 1.003930400009267
sub-10, trial58, 03, Brad Pitt, ID03_IM01.bmp, (300, 300), Ben Affleck, (0, -400), George Clooney, (-550, -100), Daniel Craig, (550, -100), Robert Pattinson, (-300, 300), Brad Pitt, [271. 291.], 1, 1.1221772000426427
