subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-05, trial27, 03, Brad Pitt, ID03_IM03.bmp, (0, -400), Robert Pattinson, (300, 300), Daniel Craig, (-300, 300), Leonardo DiCaprio, (-550, -100), Ryan Gosling, (550, -100), Brad Pitt, [ -19. -412.], 1, 10.235109200002626
sub-05, trial17, 15, Robert Downey Jr, ID15_IM02.bmp, (-550, -100), Justin Timberlake, (550, -100), George Clooney, (0, -400), Keanu Reeves, (300, 300), Elijah Wood, (-300, 300), Robert Downey Jr, [-525.  -91.], 1, 1.7277648999879602
sub-05, trial9, 14, Patrick Dempsey, ID14_IM03.bmp, (550, -100), Daniel Radcliffe, (-300, 300), Matt Damon, (300, 300), Elijah Wood, (0, -400), Orlando Bloom, (-550, -100), Patrick Dempsey, [ 594. -114.], 1, 1.9362971000082325
sub-05, trial30, 13, Orlando Bloom, ID13_IM04.bmp, (300, 300), Matt Damon, (550, -100), Patrick Dempsey, (0, -400), Brad Pitt, (-550, -100), Ben Stiller, (-300, 300), Orlando Bloom, [287. 293.], 1, 1.6894555000180844
sub-05, trial43, 17, Ryan Gosling, ID17_IM03.bmp, (0, -400), Robert Downey Jr, (-550, -100), Hugh Jackman, (300, 300), Robert Pattinson, (-300, 300), Orlando Bloom, (550, -100), Ryan Gosling, [   8. -419.], 1, 1.8358636999910232
sub-05, trial14, 17, Ryan Gosling, ID17_IM04.bmp, (300, 300), Robert Downey Jr, (-300, 300), Robert Pattinson, (-550, -100), Ben Affleck, (550, -100), Ben Stiller, (0, -400), Ryan Gosling, [306. 304.], 1, 3.367901699995855
sub-05, trial35, 04, Daniel Craig, ID04_IM02.bmp, (550, -100), Daniel Radcliffe, (-550, -100), Patrick Dempsey, (0, -400), Justin Timberlake, (-300, 300), Leonardo DiCaprio, (300, 300), Daniel Craig, [ 540. -112.], 1, 1.9342699999979232
sub-05, trial11, 07, George Clooney, ID07_IM04.bmp, (550, -100), Ryan Reynolds, (-550, -100), Justin Timberlake, (0, -400), Robert Downey Jr, (300, 300), Daniel Craig, (-300, 300), George Clooney, [ 550. -106.], 1, 4.534265800000867
sub-05, trial40, 10, Keanu Reeves, ID10_IM02.bmp, (550, -100), Robert Downey Jr, (300, 300), Ben Affleck, (-300, 300), Daniel Radcliffe, (0, -400), Ryan Reynolds, (-550, -100), Keanu Reeves, [ 550. -108.], 1, 2.655601200007368
sub-05, trial63, 05, Daniel Radcliffe, ID05_IM02.bmp, (0, -400), Ben Stiller, (550, -100), Orlando Bloom, (-550, -100), Matt Damon, (300, 300), Robert Downey Jr, (-300, 300), Daniel Radcliffe, [  -5. -415.], 1, 2.0274678000132553
sub-05, trial49, 01, Ben Affleck, ID01_IM02.bmp, (300, 300), Orlando Bloom, (-550, -100), Elijah Wood, (-300, 300), Ryan Reynolds, (0, -400), Hugh Jackman, (550, -100), Ben Affleck, [320. 304.], 1, 2.6560828000074252
sub-05, trial26, 16, Robert Pattinson, ID16_IM02.bmp, (300, 300), Ben Affleck, (0, -400), Daniel Craig, (-300, 300), Brad Pitt, (-550, -100), Patrick Dempsey, (550, -100), Robert Pattinson, [312. 305.], 1, 3.5553180999995675
sub-05, trial1, 18, Ryan Reynolds, ID18_IM04.bmp, (550, -100), Ryan Gosling, (0, -400), George Clooney, (300, 300), Elijah Wood, (-300, 300), Hugh Jackman, (-550, -100), Ryan Reynolds, [ 537. -104.], 1, 2.691684199991869
sub-05, trial31, 02, Ben Stiller, ID02_IM02.bmp, (300, 300), Elijah Wood, (-300, 300), Ryan Reynolds, (-550, -100), Orlando Bloom, (550, -100), Justin Timberlake, (0, -400), Ben Stiller, [312. 293.], 1, 2.181951200007461
sub-05, trial68, 08, Hugh Jackman, ID08_IM03.bmp, (300, 300), Brad Pitt, (550, -100), Keanu Reeves, (-550, -100), Robert Downey Jr, (0, -400), Leonardo DiCaprio, (-300, 300), Hugh Jackman, [338. 292.], 1, 2.948065700009465
sub-05, trial6, 04, Daniel Craig, ID04_IM03.bmp, (300, 300), Ben Stiller, (0, -400), Daniel Radcliffe, (-300, 300), Keanu Reeves, (-550, -100), Justin Timberlake, (550, -100), Daniel Craig, [320. 288.], 1, 2.8997234999842476
sub-05, trial66, 08, Hugh Jackman, ID08_IM02.bmp, (0, -400), Ben Stiller, (-550, -100), Keanu Reeves, (550, -100), Daniel Craig, (-300, 300), Ryan Reynolds, (300, 300), Hugh Jackman, [ -39. -413.], 1, 2.4054376000131015
sub-05, trial19, 09, Justin Timberlake, ID09_IM04.bmp, (-550, -100), Orlando Bloom, (-300, 300), Elijah Wood, (0, -400), Ben Affleck, (550, -100), Matt Damon, (300, 300), Justin Timberlake, [-569.  -96.], 1, 2.219562100013718
sub-05, trial21, 09, Justin Timberlake, ID09_IM01.bmp, (0, -400), George Clooney, (300, 300), Orlando Bloom, (-300, 300), Robert Downey Jr, (-550, -100), Daniel Radcliffe, (550, -100), Justin Timberlake, [  20. -412.], 1, 2.1608234999876004
sub-05, trial42, 11, Leonardo DiCaprio, ID11_IM01.bmp, (550, -100), Daniel Craig, (-300, 300), Orlando Bloom, (-550, -100), Hugh Jackman, (300, 300), Robert Downey Jr, (0, -400), Leonardo DiCaprio, [ 473. -102.], 1, 2.271781599993119
sub-05, trial71, 08, Hugh Jackman, ID08_IM04.bmp, (-550, -100), Leonardo DiCaprio, (0, -400), Robert Pattinson, (550, -100), Robert Downey Jr, (300, 300), Ryan Gosling, (-300, 300), Hugh Jackman, [-446. -127.], 1, 1.8273598000232596
sub-05, trial4, 02, Ben Stiller, ID02_IM03.bmp, (0, -400), Ben Affleck, (550, -100), Justin Timberlake, (300, 300), Patrick Dempsey, (-550, -100), Daniel Craig, (-300, 300), Ben Stiller, [  88. -402.], 1, 0.9831468999909703
sub-05, trial34, 06, Elijah Wood, ID06_IM03.bmp, (550, -100), George Clooney, (0, -400), Ben Affleck, (300, 300), Keanu Reeves, (-300, 300), Daniel Craig, (-550, -100), Elijah Wood, [489. -70.], 1, 2.4469108000048436
sub-05, trial44, 11, Leonardo DiCaprio, ID11_IM02.bmp, (300, 300), Brad Pitt, (-550, -100), Elijah Wood, (550, -100), Keanu Reeves, (-300, 300), Robert Downey Jr, (0, -400), Leonardo DiCaprio, [275. 313.], 1, 1.346645699988585
sub-05, trial12, 03, Brad Pitt, ID03_IM01.bmp, (-300, 300), Matt Damon, (300, 300), Daniel Radcliffe, (550, -100), Leonardo DiCaprio, (0, -400), Patrick Dempsey, (-550, -100), Brad Pitt, [-263.  320.], 1, 1.4196147000184283
sub-05, trial38, 07, George Clooney, ID07_IM02.bmp, (0, -400), Orlando Bloom, (-550, -100), Daniel Radcliffe, (550, -100), Ryan Gosling, (300, 300), Brad Pitt, (-300, 300), George Clooney, [  83. -423.], 1, 2.208488700009184
sub-05, trial41, 07, George Clooney, ID07_IM03.bmp, (550, -100), Ryan Gosling, (300, 300), Keanu Reeves, (-550, -100), Daniel Radcliffe, (0, -400), Daniel Craig, (-300, 300), George Clooney, [550. -95.], 1, 2.3104819000000134
sub-05, trial59, 12, Matt Damon, ID12_IM01.bmp, (550, -100), Daniel Radcliffe, (-550, -100), Robert Pattinson, (-300, 300), Robert Downey Jr, (0, -400), Brad Pitt, (300, 300), Matt Damon, [476. -86.], 1, 2.6790484999946784
sub-05, trial45, 01, Ben Affleck, ID01_IM03.bmp, (-300, 300), George Clooney, (0, -400), Elijah Wood, (300, 300), Brad Pitt, (-550, -100), Robert Pattinson, (550, -100), Ben Affleck, [-286.  294.], 1, 1.9058817000186536
