subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-19, trial27, 12, Matt Damon, ID12_IM04.bmp, (300, 300), Daniel Radcliffe, (0, -400), Elijah Wood, (-550, -100), Ben Affleck, (-300, 300), Robert Pattinson, (550, -100), Matt Damon, [253. 277.], 1, 3.1076039001345634
sub-19, trial42, 10, Keanu Reeves, ID10_IM03.bmp, (-300, 300), Ben Affleck, (0, -400), Leonardo DiCaprio, (550, -100), Orlando Bloom, (-550, -100), Brad Pitt, (300, 300), Keanu Reeves, [-172.  272.], 1, 1.4931242000311613
sub-19, trial34, 02, Ben Stiller, ID02_IM02.bmp, (550, -100), Patrick Dempsey, (300, 300), Ryan Gosling, (-550, -100), Robert Downey Jr, (0, -400), Daniel Craig, (-300, 300), Ben Stiller, [ 500. -118.], 1, 2.4074588001240045
sub-19, trial22, 09, Justin Timberlake, ID09_IM02.bmp, (300, 300), Ryan Gosling, (-550, -100), Ryan Reynolds, (0, -400), Brad Pitt, (-300, 300), Leonardo DiCaprio, (550, -100), Justin Timberlake, [253. 276.], 1, 1.3252838000189513
sub-19, trial59, 17, Ryan Gosling, ID17_IM03.bmp, (-300, 300), Ryan Reynolds, (0, -400), Leonardo DiCaprio, (300, 300), Robert Pattinson, (550, -100), Matt Damon, (-550, -100), Ryan Gosling, [-181.  283.], 1, 2.4380396001506597
sub-19, trial4, 10, Keanu Reeves, ID10_IM04.bmp, (550, -100), Leonardo DiCaprio, (-550, -100), Hugh Jackman, (300, 300), Ryan Gosling, (0, -400), Ben Affleck, (-300, 300), Keanu Reeves, [437. -98.], 1, 2.523267100099474
sub-19, trial54, 04, Daniel Craig, ID04_IM01.bmp, (0, -400), Elijah Wood, (300, 300), Keanu Reeves, (-550, -100), Ryan Reynolds, (-300, 300), Ryan Gosling, (550, -100), Daniel Craig, [ 125. -393.], 1, 2.0600993998814374
sub-19, trial63, 02, Ben Stiller, ID02_IM03.bmp, (300, 300), Elijah Wood, (-550, -100), George Clooney, (550, -100), Justin Timberlake, (0, -400), Robert Downey Jr, (-300, 300), Ben Stiller, [219. 265.], 1, 1.917863299837336
sub-19, trial21, 14, Patrick Dempsey, ID14_IM03.bmp, (-300, 300), Matt Damon, (550, -100), Justin Timberlake, (300, 300), Daniel Craig, (-550, -100), Ryan Gosling, (0, -400), Patrick Dempsey, [-149.  284.], 1, 2.1117938000243157
sub-19, trial53, 03, Brad Pitt, ID03_IM04.bmp, (550, -100), Patrick Dempsey, (300, 300), Ryan Gosling, (-300, 300), Daniel Radcliffe, (0, -400), Leonardo DiCaprio, (-550, -100), Brad Pitt, [476. -82.], 1, 1.6334045000839978
