subject,trial,celeb_id,celeb_name,celeb_image,celeb_pos1,celeb_pos2,rand0_name,rand0_pos1,rand0_pos2,rand1_name,rand1_pos1,rand1_pos2,rand2_name,rand2_pos1,rand2_pos2,rand3_name,rand3_pos1,rand3_pos2,answer_celeb,answer_position,correct,rt
sub-06, trial56, 06, Elijah Wood, ID06_IM03.bmp, (-550, -100), Ryan Reynolds, (550, -100), Leonardo DiCaprio, (0, -400), Daniel Radcliffe, (300, 300), Justin Timberlake, (-300, 300), idk, [13. -3.], 0, 2.7243382000015117
sub-06, trial60, 02, Ben Stiller, ID02_IM02.bmp, (-550, -100), Brad Pitt, (-300, 300), Hugh Jackman, (0, -400), Ben Affleck, (300, 300), Matt Damon, (550, -100), idk, [ 34. -33.], 0, 1.3890130000072531
sub-06, trial47, 17, Ryan Gosling, ID17_IM04.bmp, (-550, -100), George Clooney, (-300, 300), Elijah Wood, (300, 300), Ben Affleck, (0, -400), Hugh Jackman, (550, -100), Ryan Gosling, [-464. -144.], 1, 2.2926035999844316
sub-06, trial37, 13, Orlando Bloom, ID13_IM04.bmp, (300, 300), Brad Pitt, (-300, 300), Patrick Dempsey, (0, -400), Elijah Wood, (-550, -100), Ryan Gosling, (550, -100), Orlando Bloom, [296. 279.], 1, 2.2712612000177614
sub-06, trial66, 01, Ben Affleck, ID01_IM01.bmp, (550, -100), George Clooney, (300, 300), Brad Pitt, (-300, 300), Ryan Gosling, (0, -400), Elijah Wood, (-550, -100), idk, [ 87. -43.], 0, 0.6178952000045683
sub-06, trial4, 12, Matt Damon, ID12_IM02.bmp, (-300, 300), Leonardo DiCaprio, (0, -400), Ryan Reynolds, (300, 300), Patrick Dempsey, (550, -100), Robert Downey Jr, (-550, -100), idk, [ 87. -43.], 0, 0.3971451999968849
sub-06, trial24, 05, Daniel Radcliffe, ID05_IM02.bmp, (300, 300), Patrick Dempsey, (-550, -100), Hugh Jackman, (-300, 300), Elijah Wood, (0, -400), Ben Stiller, (550, -100), Daniel Radcliffe, [299. 302.], 1, 1.0683018999989145
sub-06, trial32, 07, George Clooney, ID07_IM01.bmp, (550, -100), Matt Damon, (300, 300), Orlando Bloom, (-550, -100), Daniel Radcliffe, (0, -400), Elijah Wood, (-300, 300), George Clooney, [394. -91.], 1, 0.7425183999876026
sub-06, trial34, 01, Ben Affleck, ID01_IM03.bmp, (550, -100), Leonardo DiCaprio, (-300, 300), Orlando Bloom, (-550, -100), Elijah Wood, (0, -400), Ryan Reynolds, (300, 300), idk, [ 23. -17.], 0, 0.5039852000190876
sub-06, trial69, 02, Ben Stiller, ID02_IM01.bmp, (-300, 300), Robert Pattinson, (-550, -100), Elijah Wood, (300, 300), Daniel Craig, (0, -400), Justin Timberlake, (550, -100), idk, [ 23. -17.], 0, 0.3435775999969337
sub-06, trial13, 15, Robert Downey Jr, ID15_IM02.bmp, (300, 300), Orlando Bloom, (-550, -100), Daniel Radcliffe, (550, -100), Elijah Wood, (-300, 300), Justin Timberlake, (0, -400), idk, [ 23. -17.], 0, 0.4238350000232458
sub-06, trial70, 06, Elijah Wood, ID06_IM01.bmp, (-300, 300), Justin Timberlake, (550, -100), Orlando Bloom, (300, 300), Daniel Craig, (0, -400), George Clooney, (-550, -100), idk, [ 23. -17.], 0, 0.42105080001056194
sub-06, trial15, 13, Orlando Bloom, ID13_IM02.bmp, (-300, 300), George Clooney, (550, -100), Matt Damon, (300, 300), Elijah Wood, (-550, -100), Patrick Dempsey, (0, -400), Orlando Bloom, [-253.  304.], 1, 1.6360385000007227
sub-06, trial3, 07, George Clooney, ID07_IM03.bmp, (-300, 300), Robert Pattinson, (0, -400), Ben Affleck, (-550, -100), Daniel Craig, (300, 300), Keanu Reeves, (550, -100), George Clooney, [-241.  291.], 1, 2.3120632999925874
sub-06, trial38, 08, Hugh Jackman, ID08_IM02.bmp, (550, -100), Elijah Wood, (0, -400), George Clooney, (-550, -100), Daniel Craig, (300, 300), Justin Timberlake, (-300, 300), idk, [ 82. -10.], 0, 0.954255299991928
sub-06, trial59, 05, Daniel Radcliffe, ID05_IM04.bmp, (-300, 300), Ryan Gosling, (300, 300), Robert Pattinson, (550, -100), Elijah Wood, (-550, -100), Ben Affleck, (0, -400), Daniel Radcliffe, [-247.  287.], 1, 1.457248399994569
sub-06, trial57, 04, Daniel Craig, ID04_IM04.bmp, (0, -400), Keanu Reeves, (-300, 300), Ben Affleck, (300, 300), Robert Downey Jr, (-550, -100), Patrick Dempsey, (550, -100), idk, [110.  -9.], 0, 1.4618325000046752
